Id,Name,DOB
Denglu01,Luol Deng,4/16/1985
Waynsma01,Maalik Wayns,5/2/1991
Johnsma02,Magic Johnson,8/14/1959
Richama01,Malachi Richardson,1/5/1996
Brogdma01,Malcolm Brogdon,12/11/1992
Leema01,Malcolm Lee,5/22/1990
Millema01,Malcolm Miller,3/6/1993
Beaslma01,Malik Beasley,11/26/1996
Monkma01,Malik Monk,2/4/1998
Mathima01,Mangok Mathiang,10/8/1992
Harrima01,Manny Harris,9/21/1989
Gasolma01,Marc Gasol,1/29/1985
Huertma01,Marcelo Huertas,5/25/1983
Gortama01,Marcin Gortat,2/17/1984
Belinma01,Marco Belinelli,3/25/1986
Banksma01,Marcus Banks,11/19/1981
Cambyma01,Marcus Camby,3/22/1974
Derrima01,Marcus Derrickson,2/1/1996
Georgma01,Marcus Georges-Hunt,3/28/1994
Morrima03,Marcus Morris,9/2/1989
Paigema01,Marcus Paige,9/11/1993
Smartma01,Marcus Smart,3/6/1994
Thornma01,Marcus Thornton,6/5/1987
Willima04,Marcus Williams,11/18/1986
Chalmma01,Mario Chalmers,5/19/1986
Hezonma01,Mario Hezonja,2/25/1995
Brownma02,Markel Brown,1/29/1992
Fultzma01,Markelle Fultz,5/29/1998
Morrima02,Markieff Morris,9/2/1989
Chrisma01,Marquese Chriss,7/2/1997
Daniema01,Marquis Daniels,1/7/1981
Teaguma01,Marquis Teague,2/28/1993
Speigma01,Marreese Speights,8/4/1987
Plumlma02,Marshall Plumlee,7/14/1992
Brookma01,MarShon Brooks,1/26/1989
Webstma02,Martell Webster,12/4/1986
Willima02,Marvin Williams,6/19/1986
Plumlma01,Mason Plumlee,3/5/1990
Barnema02,Matt Barnes,3/9/1980
Bonnema01,Matt Bonner,4/5/1980
Carroma01,Matt Carroll,8/28/1980
Costema01,Matt Costello,8/5/1993
Dellama01,Matthew Dellavedova,9/8/1990
Harklma01,Maurice Harkless,5/11/1993
Klebima01,Maxi Kleber,1/29/1992
Elyme01,Melvin Ely,5/2/1978
Frazime01,Melvin Frazier,8/30/1996
Artesro01,Metta World Peace,11/13/1979
Leoname01,Meyers Leonard,2/27/1992
Beaslmi01,Michael Beasley,1/9/1989
Cartemi01,Michael Carter-Williams,10/10/1991
Finlemi01,Michael Finley,3/6/1973
Gbinimi01,Michael Gbinije,6/5/1992
Jordami01,Michael Jordan,2/17/1963
Kiddgmi01,Michael Kidd-Gilchrist,9/26/1993
Gladnmi01,Mickell Gladness,7/26/1986
Bridgmi01,Mikal Bridges,8/30/1996
Conlemi01,Mike Conley,10/11/1987
Dunlemi02,Mike Dunleavy,9/15/1980
Harrimi01,Mike Harris,6/15/1983
Jamesmi02,Mike James,8/18/1990
Jamesmi01,Mike James,6/23/1975
Millemi01,Mike Miller,2/19/1980
Muscami01,Mike Muscala,7/1/1991
Scottmi01,Mike Scott,7/16/1988
Tobeymi01,Mike Tobey,10/10/1994
Bridgmi02,Miles Bridges,3/21/1998
Plumlmi01,Miles Plumlee,9/1/1988
Doylemi01,Milton Doyle,10/31/1993
Kuzmimi01,Mindaugas Kuzminskas,10/19/1989
Radulmi01,Miroslav Raduljica,1/5/1988
Teletmi01,Mirza Teletovic,9/18/1985
Creekmi01,Mitch Creek,4/27/1992
Mcgarmi01,Mitch McGary,6/6/1992
Robinmi01,Mitchell Robinson,4/1/1998
Willima01,Mo Williams,12/19/1982
Ellismo01,Monta Ellis,10/26/1985
Morrimo01,Monte Morris,6/27/1995
Harremo01,Montrezl Harrell,1/26/1994
Wagnemo01,Moritz Wagner,4/26/1997
Almonmo01,Morris Almond,2/2/1985
Thompmy02,Mychel Thompson,6/1/1988
Henrymy01,Myke Henry,12/23/1992
Turnemy01,Myles Turner,3/24/1996
Decolna01,Nando De Colo,6/23/1987
Robinna01,Nate Robinson,5/31/1984
Woltena01,Nate Wolters,5/15/1991
Mitrona01,Naz Mitrou-Long,8/3/1993
Mohamna01,Nazr Mohammed,9/5/1977
Bjeline01,Nemanja Bjelica,5/9/1988
Nedovne01,Nemanja Nedovic,6/16/1991
Noelne01,Nerlens Noel,4/10/1994
Calatni01,Nick Calathes,2/7/1989
Collini01,Nick Collison,10/26/1980
Johnsni01,Nick Johnson,12/22/1992
Youngni01,Nick Young,6/1/1985
Batumni01,Nicolas Batum,12/14/1988
Hayesni01,Nigel Hayes,12/16/1994
Stausni01,Nik Stauskas,10/7/1993
Jokicni01,Nikola Jokic,2/19/1995
Mirotni01,Nikola Mirotic,2/11/1991
Pekovni01,Nikola Pekovic,1/3/1986
Vucevni01,Nikola Vucevic,10/24/1990
Vonleno01,Noah Vonleh,8/24/1995
Smithno01,Nolan Smith,7/25/1988
Powelno01,Norman Powell,5/25/1993
Coleno01,Norris Cole,10/13/1988
Anunoog01,OG Anunoby,7/17/1997
Kuzmiog01,Ognjen Kuzmic,5/16/1990
Whiteok01,Okaro White,8/13/1992
Johnsom01,Omari Johnson,11/26/1989
Spellom01,Omari Spellman,7/21/1997
Casspom01,Omri Casspi,6/22/1988
Johnsor01,Orlando Johnson,3/11/1989
Jeffeot01,Othyus Jeffers,8/5/1985
Hairspj02,P.J. Hairston,12/24/1992
Tuckepj01,P.J. Tucker,5/5/1985
Prigipa01,Pablo Prigioni,5/17/1977
Siakapa01,Pascal Siakam,4/2/1994
Connapa01,Pat Connaughton,1/6/1993
Garinpa01,Patricio Garino,5/17/1993
Beverpa01,Patrick Beverley,7/12/1988
Chrispa01,Patrick Christopher,6/3/1988
Ewingpa01,Patrick Ewing,8/5/1962
Mccawpa01,Patrick McCaw,10/25/1995
Pattepa01,Patrick Patterson,3/14/1989
Gasolpa01,Pau Gasol,7/6/1980
Georgpa01,Paul George,5/2/1990
Millspa01,Paul Millsap,2/10/1985
Piercpa01,Paul Pierce,10/13/1977
Zipsepa01,Paul Zipser,2/18/1994
Anticpe01,Pero Antic,7/29/1982
Sivape01,Peyton Siva,10/24/1990
Pressph01,Phil Pressey,2/17/1991
Jackspi01,Pierre Jackson,8/29/1991
Richaqu01,Quentin Richardson,4/13/1980
Acyqu01,Quincy Acy,10/6/1990
Millequ01,Quincy Miller,11/18/1992
Pondequ01,Quincy Pondexter,3/10/1988
Cookqu01,Quinn Cook,3/23/1993
Hunterj01,R.J. Hunter,10/24/1993
Alstora01,Rafer Alston,7/24/1976
Bellra01,Raja Bell,9/19/1976
Rondora01,Rajon Rondo,2/22/1986
Chrisra01,Rakeem Christmas,12/1/1991
Sessira01,Ramon Sessions,4/11/1986
Foyera01,Randy Foye,9/24/1983
Mccanra01,Rashad McCants,9/25/1984
Vaughra01,Rashad Vaughn,8/16/1996
Lewisra02,Rashard Lewis,8/8/1979
Wallara01,Rasheed Wallace,9/17/1974
Butlera01,Rasual Butler,5/23/1979
Netora01,Raul Neto,5/19/1992
Alkinra01,Rawle Alkins,10/29/1997
Allenra02,Ray Allen,7/20/1975
Mccalra01,Ray McCallum,6/12/1991
Spaldra01,Ray Spalding,3/11/1997
Feltora01,Raymond Felton,6/26/1984
Bullore01,Reggie Bullock,3/16/1991
Evansre01,Reggie Evans,5/18/1980
Jacksre01,Reggie Jackson,4/16/1990
Balkmre01,Renaldo Balkman,7/14/1984
Hamilri01,Richard Hamilton,2/14/1978
Jefferi01,Richard Jefferson,6/21/1980
Holmeri01,Richaun Holmes,10/15/1993
Rubiori01,Ricky Rubio,10/21/1990
Hummero01,Robbie Hummel,3/8/1989
Covinro01,Robert Covington,12/14/1990
Sacrero01,Robert Sacre,6/6/1989
Williro04,Robert Williams,10/17/1997
Lopezro01,Robin Lopez,4/1/1988
Kurucro01,Rodions Kurucs,2/5/1998
Hoodro01,Rodney Hood,10/20/1992
Mcgruro01,Rodney McGruder,7/29/1991
Purviro01,Rodney Purvis,2/14/1994
Stuckro01,Rodney Stuckey,4/21/1986
Beaubro01,Rodrigue Beaubois,2/24/1988
Masonro01,Roger Mason,9/10/1980
Bakerro01,Ron Baker,3/30/1993
Holliro01,Rondae Hollis-Jefferson,1/3/1995
Brewero02,Ronnie Brewer,3/20/1985
Pricero01,Ronnie Price,6/21/1983
Turiaro01,Ronny Turiaf,1/13/1983
Hibbero01,Roy Hibbert,12/11/1986
Iveyro01,Royal Ivey,12/20/1981
Onealro01,Royce O'Neale,6/5/1993
Whitero03,Royce White,4/10/1991
Gayru01,Rudy Gay,8/17/1986
Goberru01,Rudy Gobert,6/26/1992
Smithru01,Russ Smith,4/19/1991
Westbru01,Russell Westbrook,11/12/1988
Anderry01,Ryan Anderson,5/6/1988
Arcidry01,Ryan Arcidiacono,3/26/1994
Broekry01,Ryan Broekhoff,8/23/1990
Gomesry01,Ryan Gomes,9/1/1982
Holliry01,Ryan Hollins,10/10/1984
Kellyry01,Ryan Kelly,4/9/1991
Mejrisa01,Salah Mejri,6/15/1986
Dekkesa01,Sam Dekker,5/6/1994
Youngsa01,Sam Young,6/1/1985
Samuesa01,Samardo Samuels,1/9/1989
Kaunsa01,Sasha Kaun,5/8/1985
Pavloal01,Sasha Pavlovic,11/15/1983
Vujacsa01,Sasha Vujacic,3/8/1984
Machasc01,Scott Machado,6/8/1990
Hopsosc01,Scotty Hopson,8/8/1989
Kilpase01,Sean Kilpatrick,1/6/1990
Willise01,Sean Williams,9/13/1986
Telfase01,Sebastian Telfair,6/9/1985
Chrisse01,Semaj Christon,11/1/1992
Ojelese01,Semi Ojeleye,12/5/1994
Erdense01,Semih Erden,7/28/1986
Ibakase01,Serge Ibaka,9/18/1989
Karasse01,Sergey Karasev,10/26/1993
Curryse01,Seth Curry,8/23/1990
Muhamsh01,Shabazz Muhammad,11/13/1992
Napiesh01,Shabazz Napier,7/14/1991
Gilgesh01,Shai Gilgeous-Alexander,7/12/1998
Miltosh01,Shake Milton,9/26/1996
Battish01,Shane Battier,9/9/1978
Edwarsh01,Shane Edwards,5/31/1987
Larkish01,Shane Larkin,10/2/1992
Brownsh01,Shannon Brown,11/29/1985
Harrish01,Shaquille Harrison,10/6/1993
Onealsh01,Shaquille O'Neal,3/6/1972
Livinsh01,Shaun Livingston,9/11/1985
Randosh01,Shavlik Randolph,11/24/1983
Longsh01,Shawn Long,1/29/1993
Mariosh01,Shawn Marion,5/7/1978
Willish03,Shawne Williams,2/16/1986
Whittsh01,Shayne Whittington,3/27/1991
Macksh01,Shelvin Mack,4/22/1990
Bhullsi01,Sim Bhullar,12/2/1992
Thornsi01,Sindarius Thornwell,11/15/1994
Alabiso01,Solomon Alabi,3/21/1988
Hillso01,Solomon Hill,3/18/1991
Jonesso01,Solomon Jones,7/16/1984
Dinwisp01,Spencer Dinwiddie,4/6/1993
Hawessp01,Spencer Hawes,4/28/1988
Johnsst04,Stanley Johnson,5/29/1996
Curryst01,Stephen Curry,3/14/1988
Grahast01,Stephen Graham,6/11/1982
Jacksst02,Stephen Jackson,4/5/1978
Zimmest01,Stephen Zimmerman,9/9/1996
Brownst02,Sterling Brown,2/10/1995
Blakest01,Steve Blake,2/26/1980
Nashst01,Steve Nash,2/7/1974
Novakst01,Steve Novak,6/13/1983
Adamsst01,Steven Adams,7/20/1993
Mykhasv01,Sviatoslav Mykhailiuk,6/10/1997
Mccontj01,T.J. McConnell,3/25/1992
Warretj01,T.J. Warren,9/5/1993
Gibsota01,Taj Gibson,6/24/1985
Blackta01,Tarik Black,11/22/1991
Princta01,Tayshaun Prince,2/28/1980
Fergute01,Terrance Ferguson,5/17/1998
Harrite01,Terrel Harris,8/10/1987
Joneste01,Terrence Jones,1/9/1992
Rosste01,Terrence Ross,2/5/1991
Willite01,Terrence Williams,6/28/1987
Roziete01,Terry Rozier,3/17/1994
Sefolth01,Thabo Sefolosha,5/2/1984
Youngth01,Thaddeus Young,6/21/1988
Antetth01,Thanasis Antetokounmpo,7/17/1992
Pinsoth01,Theo Pinson,11/5/1995
Bryanth01,Thomas Bryant,7/31/1997
Robinth01,Thomas Robinson,3/17/1991
Welshth01,Thomas Welsh,2/3/1996
Makerth01,Thon Maker,2/25/1997
Splitti01,Tiago Splitter,1/1/1985
Duncati01,Tim Duncan,4/25/1976
Fraziti01,Tim Frazier,11/1/1990
Ohlbrti01,Tim Ohlbrecht,8/30/1988
Quartti01,Tim Quarterman,10/27/1994
Mozgoti01,Timofey Mozgov,7/16/1986
Harrito02,Tobias Harris,7/15/1992
Douglto01,Toney Douglas,3/16/1986
Allento01,Tony Allen,1/11/1982
Bradlto01,Tony Bradley,1/8/1998
Mitchto02,Tony Mitchell,4/7/1992
Mitchto03,Tony Mitchell,8/7/1989
Parketo01,Tony Parker,5/17/1982
Shengto01,Tornike Shengelia,10/5/1991
Craigto01,Torrey Craig,12/19/1990
Mcgratr01,Tracy McGrady,5/24/1979
Youngtr01,Trae Young,9/19/1998
Leslitr01,Travis Leslie,3/29/1990
Outlatr01,Travis Outlaw,9/18/1984
Weartr01,Travis Wear,9/21/1990
Grahatr01,Treveon Graham,10/28/1993
Duvaltr01,Trevon Duval,8/3/1998
Arizatr01,Trevor Ariza,6/30/1985
Booketr01,Trevor Booker,11/25/1987
Burketr01,Trey Burke,11/12/1992
Johnstr01,Trey Johnson,8/30/1984
Lylestr01,Trey Lyles,11/5/1995
Mckintr01,Trey McKinney-Jones,8/27/1990
Thomptr02,Trey Thompkins,5/20/1990
Thomptr01,Tristan Thompson,3/13/1991
Caupatr01,Troy Caupain,11/29/1995
Danietr01,Troy Daniels,7/15/1991
Murphtr01,Troy Murphy,5/2/1980
Willitr02,Troy Williams,12/30/1994
Cavanty01,Tyler Cavanaugh,2/9/1994
Dorsety01,Tyler Dorsey,2/18/1996
Ennisty01,Tyler Ennis,8/24/1994
Honeyty01,Tyler Honeycutt,7/15/1990
Lydonty01,Tyler Lydon,4/9/1996
Ulisty01,Tyler Ulis,1/5/1996
Zellety01,Tyler Zeller,1/17/1990
Evansty01,Tyreke Evans,9/19/1989
Wallaty01,Tyrone Wallace,6/10/1994
Thomaty01,Tyrus Thomas,8/17/1986
Tayloty01,Tyshawn Taylor,4/12/1990
Chandty01,Tyson Chandler,10/2/1982
Jonesty01,Tyus Jones,5/10/1996
Hasleud01,Udonis Haslem,6/9/1980
Blueva01,Vander Blue,7/17/1992
Macklve01,Vernon Macklin,9/20/1986
Clavevi01,Victor Claver,8/30/1988
Oladivi01,Victor Oladipo,5/4/1992
Cartevi01,Vince Carter,1/26/1977
Edwarvi01,Vince Edwards,4/5/1996
Huntevi01,Vince Hunter,8/5/1994
Radmavl01,Vladimir Radmanovic,11/19/1980
Baldwwa01,Wade Baldwin,3/29/1996
Seldewa01,Wayne Selden,9/30/1994
Iwundwe01,Wesley Iwundu,12/20/1994
Johnswe01,Wesley Johnson,7/11/1987
Matthwe02,Wesley Matthews,10/14/1986
Bartowi01,Will Barton,1/6/1991
Bynumwi01,Will Bynum,1/4/1983
Cherrwi01,Will Cherry,2/8/1991
Caulewi01,Willie Cauley-Stein,8/18/1993
Greenwi01,Willie Green,7/28/1981
Reedwi02,Willie Reed,5/16/1990
Chandwi01,Wilson Chandler,5/10/1987
Henryxa01,Xavier Henry,3/15/1991
Munfoxa02,Xavier Munford,6/1/1992
Rathaxa01,Xavier Rathan-Mayes,4/29/1994
Silasxa01,Xavier Silas,1/22/1988
Matenya01,Yante Maten,8/14/1996
Jianlyi01,Yi Jianlian,10/27/1987
Ferreyo01,Yogi Ferrell,5/9/1993
Watanyu01,Yuta Watanabe,10/13/1994
Colliza01,Zach Collins,11/19/1997
Lavinza01,Zach LaVine,3/10/1995
Loftoza01,Zach Lofton,11/18/1992
Randoza01,Zach Randolph,7/16/1981
Pachuza01,Zaza Pachulia,2/10/1984
Smithzh01,Zhaire Smith,6/4/1999
Qizh01,Zhou Qi,1/16/1996
Dragizo01,Zoran Dragic,6/22/1989
Abrinal01,lex Abrines,8/1/1993
Ajincal01,Alexis Ajina,5/6/1988
Varejan01,Anderson Varejo,9/28/1982
Delgaan01,ngel Delgado,11/20/1994
Mccolcj01,CJ McCollum,9/19/1991
Feliccr01,Cristiano Felcio,7/7/1992
Hillida01,Darrun Hilliard,4/13/1993
Smithde03,Dennis Smith,11/25/1997
Jonesde02,Derrick Jones,2/15/1997
Waltode01,Derrick Walton,4/3/1995
Wilsodj01,D.J. Wilson,2/19/1996
Greendo01,Dont Greene,2/21/1988
Najered01,Eduardo Njera,7/11/1976
Garcifr01,Francisco Garca,12/31/1981
Masonfr01,Frank Mason,4/3/1994
Paytoga02,Gary Payton,12/1/1992
Trentga02,Gary Trent,1/18/1999
Ricegl02,Glen Rice,1/1/1991
Robingl02,Glenn Robinson,1/8/1994
Vasqugr01,Greivis Vsquez,1/16/1987
Ayongu01,Gustavo Ayn,4/1/1985
Turkohe01,Hedo Trkoglu,3/19/1979
Webbja01,James Webb,8/19/1993
Veselja01,Jan Vesel,4/24/1990
Jacksja02,Jaren Jackson,9/15/1999
Hicksjj01,J.J. Hickson,9/4/1988
Gutiejo01,Jorge Gutirrez,12/27/1988
Caldejo01,Jos Caldern,9/28/1981
Hernaju01,Juan Hernangmez,9/28/1995
Oubreke01,Kelly Oubre,12/9/1995
Serapke01,Kevin Sraphin,12/7/1989
Drewla02,Larry Drew,3/5/1990
Nancela02,Larry Nance,1/1/1993
Allenla01,Lavoy Allen,2/4/1989
Walkelo01,Lonnie Walker,12/14/1998
Ginobma01,Manu Ginbili,7/28/1977
Baglema01,Marvin Bagley,3/14/1999
Gelabmi01,Mickal Gelabale,5/22/1983
Pietrmi01,Mickal Pitrus,2/7/1982
Hilarne01,Nen Hilrio,9/13/1982
Brussni01,Nicols Brussino,3/2/1993
Laproni01,Nicols Laprovttola,1/31/1990
Asikom01,mer Asik,7/4/1986
Porteot01,Otto Porter,6/3/1993
Jonespe01,Perry Jones,9/24/1991
Doziepj01,PJ Dozier,10/25/1996
Rodrise01,Sergio Rodrguez,6/12/1986
Labissk01,Skal Labissire,3/18/1996
Hardati02,Tim Hardaway,3/16/1992
Luwawti01,Timoth Luwawu-Cabarrot,5/9/1995
Leaftj01,T.J. Leaf,4/30/1997
Wroteto01,Tony Wroten,4/13/1993
Browntr01,Troy Brown,7/28/1999
Favervi01,Vtor Faverani,5/5/1988
Russewa02,Walker Russell,10/6/1982
Cartewe01,Wendell Carter,4/16/1999
Hernawi01,Willy Hernangmez,5/27/1994
Emmetan01,Andre Emmett,8/27/1982
Nocioan01,Andrs Nocioni,11/30/1979
Rautian01,Andy Rautins,11/2/1986
Cartean01,Anthony Carter,6/16/1975
Uzohbe01,Ben Uzoh,3/19/1988
Simmobo01,Bobby Simmons,6/2/1980
Millebr01,Brad Miller,4/12/1976
Hieldbu01,Buddy Hield,12/17/1992
Johnsca01,Carldell Johnson,1/28/1983
Crawfch01,Chris Crawford,5/13/1975
Quinnch01,Chris Quinn,9/27/1983
Wrighch02,Chris Wright,11/4/1989
Robincl02,Clifford Robinson,12/16/1966
Smithcr01,Craig Smith,11/10/1983
Hobsoda01,Darington Hobson,9/29/1987
Watkida01,Darryl Watkins,11/8/1984
Westde01,Delonte West,7/26/1983
Adelde01,Deng Adel,2/1/1997
Hornede01,Dennis Horner,2/5/1988
Caracde01,Derrick Caracter,5/4/1988
Garredi02,Diante Garrett,11/3/1988
Augusdj01,D.J. Augustin,11/10/1987
Kennedj01,D.J. Kennedy,11/5/1989
Lambdo01,Doron Lamb,11/6/1991
Houseed01,Eddie House,5/14/1978
Curryed01,Eddy Curry,12/5/1982
Ubileed01,Edwin Ubiles,11/26/1986
Terryem01,Emanuel Terry,8/21/1996
Dampier01,Erick Dampier,7/14/1975
Mccreer01,Erik McCree,12/20/1993
Elsonfr01,Francisco Elson,2/28/1976
Lawalga01,Gani Lawal,11/7/1988
Mahinia01,Ian Mahinmi,11/5/1986
Bongais01,Isaac Bonga,11/8/1999
Magloja01,Jamaal Magloire,5/21/1978
Singlja01,James Singleton,7/20/1981
Terreja01,Jared Terrell,2/10/1995
Collija04,Jason Collins,12/2/1978
Willija02,Jason Williams,11/18/1975
Footeje01,Jeff Foote,7/14/1987
Fosteje01,Jeff Foster,1/16/1977
Tayloje01,Jeff Taylor,1/1/1960
Richaje01,Jeremy Richardson,2/11/1984
Dysonje01,Jerome Dyson,5/1/1987
Smithje01,Jerry Smith,9/26/1987
Stackje01,Jerry Stackhouse,11/5/1974
Hollajo02,John Holland,11/6/1988
Brockjo01,Jon Brockman,3/20/1987
Gibsojo01,Jonathan Gibson,11/8/1987
Willijo03,Jordan Williams,10/11/1990
Davisjo02,Josh Davis,8/10/1980
Magetjo01,Josh Magette,11/28/1989
Wrighju01,Julian Wright,5/20/1987
Dentmju01,Justin Dentmon,9/5/1985
Perkike01,Kendrick Perkins,11/10/1984
Porteke01,Kevin Porter,4/17/1950
Odomla01,Lamar Odom,11/6/1979
Hughela01,Larry Hughes,1/23/1979
Owensla01,Larry Owens,1/8/1983
Thomama01,Malcolm Thomas,11/8/1988
Allenma01,Malik Allen,6/27/1978
Agerma01,Maurice Ager,2/9/1984
Evansma01,Maurice Evans,11/8/1978
Okurme01,Mehmet Okur,5/26/1979
Reddmi01,Michael Redd,8/24/1979
Bibbymi01,Mike Bibby,5/13/1978
Mooremi01,Mikki Moore,11/4/1975
Shakumu01,Mustafa Shakur,8/18/1984
Mayooj01,O.J. Mayo,11/5/1987
Stojape01,Peja Stojakovic,6/9/1977
Hearnre01,Reggie Hearn,8/14/1991
Willire02,Reggie Williams,9/14/1986
Willire01,Reggie Williams,3/5/1964
Ledori01,Ricky Ledo,9/10/1992
Fernaru01,Rudy Fernndez,4/4/1985
Reidry01,Ryan Reid,10/30/1986
Dalemsa01,Samuel Dalembert,5/10/1981
Willish02,Shelden Williams,10/21/1983
Weemsso01,Sonny Weems,7/8/1986
Gainesu01,Sundiata Gaines,4/18/1986
Ratlith01,Theo Ratliff,4/17/1973
Pleisti01,Tibor Plei,11/2/1989
Fordtj01,T.J. Ford,3/24/1983
Battito01,Tony Battie,2/11/1976
Snellto01,Tony Snell,11/10/1991
Lawsoty01,Ty Lawson,11/3/1987
Hansbty01,Tyler Hansbrough,11/3/1985
Johnsty01,Tyler Johnson,5/7/1992
Wafervo01,Von Wafer,7/21/1985
Ellinwa01,Wayne Ellington,11/29/1987
Conrowi01,Will Conroy,12/8/1982
Warrewi01,Willie Warren,10/22/1989
Ilgauzy01,Zydrunas Ilgauskas,6/5/1975
Adebaba01,Bam Adebayo,7/18/1997
Amundlo01,Lou Amundson,12/7/1982
Bambamo01,Mo Bamba,5/12/1998
Bareajo01,J.J. Barea,6/26/1984
Blairde01,DeJuan Blair,4/22/1989
Davisty01,Tyler Davis,5/22/1997
Dawsobr01,Branden Dawson,2/1/1993
Delanma01,Malcolm Delaney,3/11/1989
Grayjo01,Josh Gray,9/9/1993
Johnsch04,Chris Johnson,4/29/1990
Jonesje01,Jemerrio Jones,4/9/1995
Kravtvi01,Viacheslav Kravtsov,8/25/1987
Lemonwa01,Walt Lemon,7/26/1992
Marblde01,Devyn Marble,9/21/1992
Marbust01,Stephon Marbury,2/20/1977
Mcadoja01,James Michael McAdoo,1/4/1993
Millspa02,Patty Mills,8/11/1988
Moonja01,Jamario Moon,6/13/1980
Mbahalu01,Luc Mbah a Moute,9/9/1986
Mulleby01,Byron Mullens,2/14/1989
Musadz01,Danan Musa,5/8/1999
Pargoje01,Jeremy Pargo,3/17/1986
Reynoca01,Cameron Reynolds,2/7/1995
Satorto01,Tom Satoransk,10/30/1991
Smithis01,Ish Smith,7/5/1988
Tavarwa01,Edy Tavares,3/22/1992
Teodomi01,Milo Teodosic,3/19/1987
Willima03,Marcus Williams,12/3/1985
Willilo02,Lou Williams,10/27/1986
Youngjo01,Joe Young,6/27/1992
Youngjo01,Joe Young,6/27/1992
Biedran01,Andris Biedrin,4/2/1986
Zizican01,Ante iic,1/4/1997
Rudezda01,Damjan Rude,6/17/1986
Saricda01,Dario aric,4/8/1994
Poeltja01,Jakob Pltl,10/15/1995
Princta02,Taurean Waller-Prince,3/22/1994
Wallabe01,Ben Wallace,9/10/1974
Cardibr01,Brian Cardinal,5/2/1977
Skinnbr01,Brian Skinner,5/19/1976
Brackcr01,Craig Brackins,10/9/1987
Byarsde01,Derrick Byars,4/25/1984
Akoonde01,DeVaughn Akoon-Purcell,6/5/1993
Pulleja01,Jacob Pullen,11/10/1989
Wileyja01,Jacob Wiley,9/4/1994
Kaponja01,Jason Kapono,2/4/1981
Tayloje03,Jeffery Taylor,5/23/1989
Flynnjo01,Jonny Flynn,2/6/1989
Ndourma01,Maurice Ndour,6/18/1992
Mcclesh01,Sheldon Mac,12/21/1992
Mccalta01,Tahjere McCall,8/17/1994
Murryto01,Toure' Murry,11/8/1989
Willima05,Matt Williams,10/14/1993
Greenac01,A.C. Green,10/4/1963
Bramlaj01,A.J. Bramlett,1/10/1977
Engliaj01,A.J. English,7/11/1967
Guytoaj01,A.J. Guyton,2/12/1978
Wyndeaj01,A.J. Wynder,9/11/1964
Jamesaa01,Aaron James,10/5/1952
Mckieaa01,Aaron McKie,10/2/1972
Milesaa01,Aaron Miles,4/13/1983
Williaa01,Aaron Williams,10/2/1971
Jeelaab01,Abdul Jeelani,2/10/1954
Earlac01,Acie Earl,6/23/1970
Lawac01,Acie Law,1/25/1985
Harriad01,Adam Harrington,7/5/1980
Keefead01,Adam Keefe,2/22/1970
Foylead01,Adonal Foyle,3/9/1975
Jordaad01,Adonis Jordan,8/21/1970
Brancad01,Adrian Branch,11/17/1963
Caldwad01,Adrian Caldwell,7/4/1966
Griffad01,Adrian Griffin,7/4/1974
Smithad01,Adrian Smith,10/5/1936
Biancal01,Al Bianchi,3/26/1932
Butleal01,Al Butler,7/9/1938
Carlsal01,Al Carlson,9/17/1951
Cervial01,Al Cervi,2/12/1917
Eberhal01,Al Eberhard,5/10/1952
Ferraal01,Al Ferrari,7/6/1933
Flemial01,Al Fleming,4/5/1954
Guokaal01,Al Guokas,8/7/1925
Hairsal01,Al Hairston,12/11/1945
Henryal01,Al Henry,2/9/1949
Jacksal01,Al Jackson,7/29/1943
Masinal01,Al Masino,2/5/1928
Miksial01,Al Miksis,2/2/1928
Rogesal01,Al Roges,10/25/1930
Skinnal01,Al Skinner,6/16/1952
Thornal01,Al Thornton,12/7/1983
Tuckeal01,Al Tucker,2/24/1943
Woodal01,Al Wood,6/2/1958
Abdelal01,Alaa Abdelnaby,6/24/1968
Hardyal01,Alan Hardy,5/25/1957
Hendeal01,Alan Henderson,12/2/1972
Oggal01,Alan Ogg,7/5/1967
Sawyeal01,Alan Sawyer,1/1/1928
Tuckeal02,Alando Tucker,2/11/1984
Kingal01,Albert King,12/17/1959
Kesslal01,Alec Kessler,1/13/1967
Radojal01,Aleksandar Radojevic,8/8/1976
Blackal01,Alex Blackwell,6/27/1970
Bradlal02,Alex Bradley,10/30/1959
Englial01,Alex English,1/5/1954
Garcial01,Alex Garcia,3/4/1980
Grozaal01,Alex Groza,10/7/1926
Hannual01,Alex Hannum,7/19/1923
Scaleal01,Alex Scales,7/3/1978
Stivral01,Alex Stivrins,11/29/1962
Johnsal01,Alexander Johnson,2/8/1983
Hugheri01,Alfredrick Hughes,7/19/1962
Bristal01,Allan Bristow,8/23/1951
Rayal01,Allan Ray,6/17/1984
Leaveal01,Allen Leavell,5/27/1957
Murphal01,Allen Murphy,7/15/1952
Mcguial02,Allie McGuire,7/10/1951
Bradlal01,Alonzo Bradley,10/16/1953
Fordal01,Alphonso Ford,10/31/1971
Fordal02,Alton Ford,5/29/1981
Listeal01,Alton Lister,10/1/1958
Adamsal01,Alvan Adams,7/19/1954
Jonesal01,Alvin Jones,9/9/1978
Roberal01,Alvin Robertson,7/22/1962
Scottal01,Alvin Scott,9/14/1955
Simsal01,Alvin Sims,10/18/1974
Willial02,Alvin Williams,8/6/1974
Mccasam01,Amal McCaskill,10/28/1973
