Id,Player,DOB,PER_avg,GP_avg,Seasons
Forbebr01,Bryn Forbes,7/23/1993,0.0,3.0,1
Thomaku01,Kurt Thomas,10/4/1972,0.0,3.0,1
Burresc01,Scott Burrell,1/12/1971,0.0,4.0,1
Griffad01,Adrian Griffin,7/4/1974,0.0,5.0,1
Geigema01,Matt Geiger,9/10/1969,0.0,3.0,1
Georgde01,Devean George,8/29/1977,0.0,5.0,2
Bareajo01,J.J. Barea,6/26/1984,0.0,3.0,1
Olynyke01,Kelly Olynyk,4/19/1991,0.0,3.0,1
Stevede01,DeShawn Stevenson,4/3/1981,0.0,3.0,1
Augmost01,Stacey Augmon,8/1/1968,0.0,4.0,1
Embiijo01,Joel Embiid,3/16/1994,-0.15745048862611513,4.333333333333333,3
Haywobr01,Brendan Haywood,11/27/1979,-0.23990333299914823,4.0,2
Bynuman01,Andrew Bynum,10/27/1987,-0.3154365075844862,3.6666666666666665,3
Conlemi01,Mike Conley,10/11/1987,-0.42286809571113687,4.2,5
Scalabr01,Brian Scalabrine,3/18/1978,-0.5033452120817326,3.0,1
Davisri01,Ricky Davis,9/23/1979,-0.8570207933493214,3.0,1
Delkto01,Tony Delk,1/28/1974,-0.950912711405528,3.5,2
Splitti01,Tiago Splitter,1/1/1985,-0.9664626822982988,3.0,1
Augusdj01,D.J. Augustin,11/10/1987,-1.012742902432173,4.0,1
Walkeke02,Kemba Walker,5/8/1990,-1.1260663021218322,6.0,2
Smithjo02,Joe Smith,7/26/1975,-1.3963957675426752,6.0,1
Vanvlfr01,Fred VanVleet,2/25/1994,-1.5000217571838825,6.0,2
Covinro01,Robert Covington,12/14/1990,-1.7649149002608573,3.0,2
Mirotni01,Nikola Mirotic,2/11/1991,-2.0076008017894056,3.5,2
Wellsbo01,Bonzi Wells,9/28/1976,-2.0376232743176645,3.0,2
Paytoga01,Gary Payton,7/23/1968,-2.104754461197055,5.2,5
Paytoga02,Gary Payton,12/1/1992,-2.104754461197055,5.2,5
Artesro01,Metta World Peace,11/13/1979,-2.1067502534025917,5.0,4
Hinriki01,Kirk Hinrich,1/2/1981,-2.1419550506126663,4.0,5
Lafrera01,Raef LaFrentz,5/29/1976,-2.569417347471544,3.0,2
Robinda01,David Robinson,8/6/1965,-2.9881134223471424,5.5,4
Hughela01,Larry Hughes,1/23/1979,-3.211620734653976,4.75,4
Foyera01,Randy Foye,9/24/1983,-3.322755576071053,4.0,1
Ferryda01,Danny Ferry,10/17/1966,-3.3667817237409796,3.0,2
Ridnolu01,Luke Ridnour,2/13/1981,-3.3693159378007658,3.0,1
Noahjo01,Joakim Noah,2/25/1985,-3.473381294654497,4.5,4
Mannida01,Danny Manning,5/17/1966,-3.6039042725787813,3.0,1
Allento01,Tony Allen,1/11/1982,-3.8506586995226235,3.8333333333333335,6
Fieldla01,Landry Fields,6/27/1988,-3.937648613871724,3.0,1
Greenda02,Danny Green,6/22/1987,-4.002633010790187,4.333333333333333,6
Polynol01,Olden Polynice,11/21/1964,-4.338919806367647,3.0,1
Stoudda01,Damon Stoudamire,9/3/1973,-4.373431959365755,4.0,2
Petermo01,Morris Peterson,8/26/1977,-4.396228592686309,3.0,2
Leeda02,David Lee,4/29/1983,-4.5686285025224125,3.0,1
Aminual01,Al-Farouq Aminu,9/21/1990,-4.602061052148841,3.6666666666666665,3
Brogdma01,Malcolm Brogdon,12/11/1992,-4.741105060045497,4.0,1
Maggeco01,Corey Maggette,11/12/1979,-4.840485888256623,3.0,1
Croshau01,Austin Croshere,5/1/1975,-4.920317566903205,4.0,3
Sealyma01,Malik Sealy,2/1/1970,-4.959407375362752,3.0,1
Onealro01,Royce O'Neale,6/5/1993,-5.270133534894371,4.0,1
Jonesda01,Damon Jones,8/25/1976,-5.284712538197644,5.5,2
Hillso01,Solomon Hill,3/18/1991,-5.395036420173574,3.0,1
Inglejo01,Joe Ingles,10/2/1987,-5.4581950707201985,4.0,3
Clarkke01,Keon Clark,4/16/1975,-5.891777204926214,3.0,1
Radmavl01,Vladimir Radmanovic,11/19/1980,-5.9511951471049285,3.0,2
Waltolu01,Luke Walton,3/28/1980,-6.0657694719987685,4.0,1
Denglu01,Luol Deng,4/16/1985,-6.212389380375672,5.0,4
Nestera01,Rasho Nesterovic,5/30/1976,-6.25622480095913,3.0,1
Carusal01,Alex Caruso,2/28/1994,-6.400487226050807,3.0,1
Caldwke01,Kentavious Caldwell-Pope,2/18/1993,-6.553855826235918,5.0,1
Craigto01,Torrey Craig,12/19/1990,-6.7316646440529775,4.0,2
Wardch01,Charlie Ward,10/12/1970,-6.847334511607499,5.333333333333333,3
Morrima02,Markieff Morris,9/2/1989,-6.852276765181534,3.5,2
Thomati01,Tim Thomas,2/26/1977,-7.392756936961844,4.0,2
Collijo01,John Collins,9/23/1997,-7.411466951737668,7.0,1
Crabbal01,Allen Crabbe,4/9/1992,-7.764097563277149,3.0,1
Willima02,Marvin Williams,6/19/1986,-8.050676482345752,3.0,2
Hoodro01,Rodney Hood,10/20/1992,-8.114431191289952,3.0,2
Salmojo01,John Salmons,12/12/1979,-8.141930046649293,4.0,2
Howarju01,Juwan Howard,2/7/1973,-8.23146412077464,4.0,1
Cartean01,Anthony Carter,6/16/1975,-8.578975001899591,4.5,2
Persoch01,Chuck Person,6/27/1964,-8.716743726067696,3.0,1
Lynchge01,George Lynch,9/3/1970,-8.861172073161972,3.6666666666666665,3
Mayooj01,O.J. Mayo,11/5/1987,-9.359543999275486,4.0,3
Grangda01,Danny Granger,4/20/1983,-9.811177605397631,3.3333333333333335,3
Bellra01,Raja Bell,9/19/1976,-9.939240205609192,3.0,2
Richajo01,Josh Richardson,9/15/1993,-10.365184664809998,7.0,1
Loveke01,Kevin Love,9/7/1988,-10.517028066529347,4.666666666666667,3
Hudsotr01,Troy Hudson,3/13/1976,-11.189089677353316,3.0,1
Scolalu01,Luis Scola,4/30/1980,-11.665662239200039,3.5,2
Blakest01,Steve Blake,2/26/1980,-11.690214349605421,4.0,3
Buechju01,Jud Buechler,6/19/1968,-11.837206342040306,3.0,1
Belinma01,Marco Belinelli,3/25/1986,-12.828044209874957,3.0,1
Sefolth01,Thabo Sefolosha,5/2/1984,-13.264574912675002,5.666666666666667,6
Mccontj01,T.J. McConnell,3/25/1992,-13.387210257177744,3.0,1
Doolike01,Keyon Dooling,5/8/1980,-13.416505570193621,4.0,2
Battito01,Tony Battie,2/11/1976,-14.666863747040182,5.0,1
Couside01,DeMarcus Cousins,8/13/1990,-14.776908718477898,3.0,1
Barrybr01,Brent Barry,12/31/1971,-15.627207701845743,3.75,4
Bowenry01,Ryan Bowen,11/20/1975,-16.518260352820672,3.0,1
Stricer01,Erick Strickland,11/25/1973,-17.382326806437593,3.0,1
Atkinch01,Chucky Atkins,8/14/1974,-17.510468073462924,4.0,1
Jonesfr01,Fred Jones,3/11/1979,-19.20545827264556,3.0,1
Matthwe02,Wesley Matthews,10/14/1986,-19.50331040604594,5.0,1
Moblecu01,Cuttino Mobley,9/1/1975,-19.50862494357971,4.0,1
Oaklech01,Charles Oakley,12/18/1963,-20.108635049933742,4.0,4
Outlatr01,Travis Outlaw,9/18/1984,-21.52928127076545,3.0,1
Willija02,Jason Williams,11/18/1975,-22.916833076928512,4.0,2
Linje01,Jeremy Lin,8/23/1988,-23.19043461760472,5.0,1
Jonesja02,James Jones,10/4/1980,-23.258493412951992,3.5,4
Mohamna01,Nazr Mohammed,9/5/1977,-25.35859961966803,3.0,1
Szczewa02,Wally Szczerbiak,3/5/1977,-29.195715737809273,3.0,1
Cookda02,Daequan Cook,4/28/1987,-31.248673789874,4.0,1
Blaylmo01,Mookie Blaylock,3/20/1967,-37.60106728546865,3.0,1
Daniema01,Marquis Daniels,1/7/1981,-42.13205503111897,3.0,3
Jacksja01,Jaren Jackson,10/27/1967,-42.571703848325946,5.0,1
Jacksja02,Jaren Jackson,9/15/1999,-42.571703848325946,5.0,1
Hendece02,Cedric Henderson,3/11/1975,-43.55047391012353,3.0,1
Hendece01,Cedric Henderson,10/3/1965,-43.55047391012353,3.0,1
Padgesc01,Scott Padgett,4/19/1976,-50.701371997784165,3.0,1
Brownde03,Dee Brown,8/17/1984,-51.88411696391438,3.0,1
Brownde01,Dee Brown,11/29/1968,-51.88411696391438,3.0,1
Templga01,Garrett Temple,5/8/1986,-81.32672872158032,4.0,1
